Abs_int_PAR	DOY	Elapsed_time	Inc_PAR	Num_plante	Num_talle	Sum_PAR	Temp_cum	Temperature
11678.3017496	95	141.0	30098000	1	(1, 2)	752763.498509	698.3	11.4
1834.72086439	95	141.0	30098000	1	(1, 2, 1)	441878.295446	698.3	11.4
1593.66616941	95	141.0	30098000	1	(1, 4)	352594.19733	698.3	11.4
19912.1650271	95	141.0	30098000	1	(1,)	737593.121866	698.3	11.4
12385.292592	95	141.0	30098000	2	(1, 2)	819802.632942	698.3	11.4
1039.62097146	95	141.0	30098000	2	(1, 2, 1)	270390.345028	698.3	11.4
5213.2811652	95	141.0	30098000	2	(1, 3)	515759.249349	698.3	11.4
2186.47605796	95	141.0	30098000	2	(1, 4)	509989.521965	698.3	11.4
17996.2235344	95	141.0	30098000	2	(1,)	677057.066121	698.3	11.4
9535.60941522	95	141.0	30098000	3	(1, 2)	865594.880803	698.3	11.4
4510.19771402	95	141.0	30098000	3	(1, 3)	608297.651095	698.3	11.4
23549.8073049	95	141.0	30098000	3	(1,)	1013371.63571	698.3	11.4
15392.2057541	95	141.0	30098000	4	(1, 2)	992155.953974	698.3	11.4
3588.67529377	95	141.0	30098000	4	(1, 4)	793983.603581	698.3	11.4
27725.3528227	95	141.0	30098000	4	(1,)	1027011.63824	698.3	11.4
2381.85882459	96	142.0	6140800	1	(1, 2)	248657.891746	705.2	6.9
432.676545265	96	142.0	6140800	1	(1, 2, 1)	163012.56853	705.2	6.9
359.270513416	96	142.0	6140800	1	(1, 4)	125301.298732	705.2	6.9
4096.71874043	96	142.0	6140800	1	(1,)	247898.928403	705.2	6.9
2584.44818231	96	142.0	6140800	2	(1, 2)	277561.23994	705.2	6.9
329.26268449	96	142.0	6140800	2	(1, 2, 1)	134861.114087	705.2	6.9
1091.93475875	96	142.0	6140800	2	(1, 3)	174351.022609	705.2	6.9
503.572953098	96	142.0	6140800	2	(1, 4)	185613.622811	705.2	6.9
3930.80652015	96	142.0	6140800	2	(1,)	241496.233532	705.2	6.9
1996.35262254	96	142.0	6140800	3	(1, 2)	283225.284599	705.2	6.9
1037.51145094	96	142.0	6140800	3	(1, 3)	214518.075975	705.2	6.9
4876.82368721	96	142.0	6140800	3	(1,)	335066.11079	705.2	6.9
3170.33519806	96	142.0	6140800	4	(1, 2)	330972.311468	705.2	6.9
792.236504173	96	142.0	6140800	4	(1, 4)	276305.132366	705.2	6.9
5959.36304224	96	142.0	6140800	4	(1,)	360610.419951	705.2	6.9
5200.62944631	97	143.0	12524000	1	(1, 2)	429268.77412	713.7	8.5
723.074850118	97	143.0	12524000	1	(1, 2, 1)	196308.207688	713.7	8.5
808.187324772	97	143.0	12524000	1	(1, 4)	205738.604716	713.7	8.5
8619.79525698	97	143.0	12524000	1	(1,)	415394.628281	713.7	8.5
5194.34519227	97	143.0	12524000	2	(1, 2)	441551.481103	713.7	8.5
764.565487784	97	143.0	12524000	2	(1, 2, 1)	235158.444164	713.7	8.5
2443.9315991	97	143.0	12524000	2	(1, 3)	306420.034737	713.7	8.5
1087.96148427	97	143.0	12524000	2	(1, 4)	308769.232993	713.7	8.5
7964.69195873	97	143.0	12524000	2	(1,)	391856.843709	713.7	8.5
5541.6154629	97	143.0	12524000	3	(1, 2)	534033.79648	713.7	8.5
2478.84597235	97	143.0	12524000	3	(1, 3)	393853.919712	713.7	8.5
12030.7023003	97	143.0	12524000	3	(1,)	563187.832877	713.7	8.5
6531.9019863	97	143.0	12524000	4	(1, 2)	539154.645517	713.7	8.5
1705.59168491	97	143.0	12524000	4	(1, 4)	434189.478558	713.7	8.5
12331.1841652	97	143.0	12524000	4	(1,)	594249.293655	713.7	8.5
3430.70406334	98	144.0	7918400	1	(1, 2)	371184.648358	720.0	6.3
503.536629231	98	144.0	7918400	1	(1, 2, 1)	163557.508446	720.0	6.3
595.272108827	98	144.0	7918400	1	(1, 4)	183902.219575	720.0	6.3
5574.3996834	98	144.0	7918400	1	(1,)	356388.89412	720.0	6.3
3237.41142865	98	144.0	7918400	2	(1, 2)	364640.726457	720.0	6.3
510.77422609	98	144.0	7918400	2	(1, 2, 1)	212031.568033	720.0	6.3
1607.85655248	98	144.0	7918400	2	(1, 3)	268022.00693	720.0	6.3
698.225913737	98	144.0	7918400	2	(1, 4)	270582.633213	720.0	6.3
5006.23523857	98	144.0	7918400	2	(1,)	328964.412741	720.0	6.3
3507.46890334	98	144.0	7918400	3	(1, 2)	450959.301775	720.0	6.3
1593.61486058	98	144.0	7918400	3	(1, 3)	319106.387376	720.0	6.3
7567.10546643	98	144.0	7918400	3	(1,)	475381.745849	720.0	6.3
4197.3300653	98	144.0	7918400	4	(1, 2)	454130.09759	720.0	6.3
1178.79048617	98	144.0	7918400	4	(1, 4)	364172.909572	720.0	6.3
7911.44405578	98	144.0	7918400	4	(1,)	505803.283298	720.0	6.3
14356.6966473	99	145.0	31027200	1	(1, 2)	1421194.89562	726.7	6.7
1764.38787529	99	145.0	31027200	1	(1, 2, 1)	482554.32036	726.7	6.7
2577.68340518	99	145.0	31027200	1	(1, 4)	674668.20011	726.7	6.7
22568.144068	99	145.0	31027200	1	(1,)	1331880.96843	726.7	6.7
12581.1509559	99	145.0	31027200	2	(1, 2)	1319191.11258	726.7	6.7
2122.334428	99	145.0	31027200	2	(1, 2, 1)	737004.91188	726.7	6.7
5094.79707357	99	145.0	31027200	2	(1, 3)	842780.003638	726.7	6.7
2938.43573733	99	145.0	31027200	2	(1, 4)	960208.189757	726.7	6.7
19784.3847578	99	145.0	31027200	2	(1,)	1211759.60932	726.7	6.7
13835.9732009	99	145.0	31027200	3	(1, 2)	1648199.45117	726.7	6.7
6316.96051878	99	145.0	31027200	3	(1, 3)	1160276.54289	726.7	6.7
29512.8127485	99	145.0	31027200	3	(1,)	1731079.35337	726.7	6.7
16789.4156996	99	145.0	31027200	4	(1, 2)	1662014.84623	726.7	6.7
4925.81442149	99	145.0	31027200	4	(1, 4)	1289253.75864	726.7	6.7
31517.1907928	99	145.0	31027200	4	(1,)	1860016.92787	726.7	6.7
18005.8939915	100	146.0	36703400	1	(1, 2)	1455455.36241	734.6	7.9
2239.32081933	100	146.0	36703400	1	(1, 2, 1)	462789.943884	734.6	7.9
3411.18291165	100	146.0	36703400	1	(1, 4)	684472.397727	734.6	7.9
27476.7198386	100	146.0	36703400	1	(1,)	1349155.1308	734.6	7.9
15317.7423849	100	146.0	36703400	2	(1, 2)	1314004.8348	734.6	7.9
2682.59083055	100	146.0	36703400	2	(1, 2, 1)	682995.98303	734.6	7.9
5911.48299509	100	146.0	36703400	2	(1, 3)	866356.782066	734.6	7.9
3773.28452293	100	146.0	36703400	2	(1, 4)	913474.991074	734.6	7.9
23851.7949433	100	146.0	36703400	2	(1,)	1212372.85337	734.6	7.9
16516.2396319	100	146.0	36703400	3	(1, 2)	1636868.21334	734.6	7.9
7372.09958425	100	146.0	36703400	3	(1, 3)	1126116.77697	734.6	7.9
34836.4133555	100	146.0	36703400	3	(1,)	1716983.29903	734.6	7.9
20745.1440029	100	146.0	36703400	4	(1, 2)	1676875.50897	734.6	7.9
6080.32461812	100	146.0	36703400	4	(1, 4)	1220051.54698	734.6	7.9
38408.3878847	100	146.0	36703400	4	(1,)	1885918.98359	734.6	7.9
18702.2272379	101	147.0	36804400	1	(1, 2)	1137954.57854	744.3	9.7
2586.09366813	101	147.0	36804400	1	(1, 2, 1)	383708.531806	744.3	9.7
3817.41159536	101	147.0	36804400	1	(1, 4)	549710.270182	744.3	9.7
28800.7566402	101	147.0	36804400	1	(1,)	1095986.61771	744.3	9.7
15913.6862343	101	147.0	36804400	2	(1, 2)	1067263.6153	744.3	9.7
3078.12029749	101	147.0	36804400	2	(1, 2, 1)	547988.902887	744.3	9.7
6996.14700896	101	147.0	36804400	2	(1, 3)	772631.655982	744.3	9.7
4196.82312051	101	147.0	36804400	2	(1, 4)	723845.798118	744.3	9.7
24568.8740745	101	147.0	36804400	2	(1,)	989886.828729	744.3	9.7
16628.8831844	101	147.0	36804400	3	(1, 2)	1309359.6311	744.3	9.7
7867.6516887	101	147.0	36804400	3	(1, 3)	927386.223975	744.3	9.7
35019.5275698	101	147.0	36804400	3	(1,)	1388476.74181	744.3	9.7
21928.3349521	101	147.0	36804400	4	(1, 2)	1334250.60437	744.3	9.7
6695.60739234	101	147.0	36804400	4	(1, 4)	964173.131213	744.3	9.7
39511.998811	101	147.0	36804400	4	(1,)	1503593.03686	744.3	9.7
24922.8462783	102	148.0	35269200	1	(1, 2)	1074800.46316	755.2	10.9
7155.0938965	102	148.0	35269200	1	(1, 2, 1)	877662.137915	755.2	10.9
5162.49032883	102	148.0	35269200	1	(1, 4)	620298.176532	755.2	10.9
30677.717266	102	148.0	35269200	1	(1,)	944060.994933	755.2	10.9
14643.7989007	102	148.0	35269200	2	(1, 2)	812820.565305	755.2	10.9
3098.71051166	102	148.0	35269200	2	(1, 2, 1)	425037.012181	755.2	10.9
7113.51636928	102	148.0	35269200	2	(1, 3)	620646.611638	755.2	10.9
3540.99956728	102	148.0	35269200	2	(1, 4)	469205.347311	755.2	10.9
20665.3585321	102	148.0	35269200	2	(1,)	713141.426113	755.2	10.9
15601.785318	102	148.0	35269200	3	(1, 2)	1060293.72614	755.2	10.9
8180.75332372	102	148.0	35269200	3	(1, 3)	825028.567535	755.2	10.9
25327.3800754	102	148.0	35269200	3	(1,)	984831.304472	755.2	10.9
29771.0054937	102	148.0	35269200	4	(1, 2)	1283877.79759	755.2	10.9
8612.07007234	102	148.0	35269200	4	(1, 4)	1034782.94755	755.2	10.9
44975.7208777	102	148.0	35269200	4	(1,)	1384060.49936	755.2	10.9
25842.4762441	103	149.0	35451000	1	(1, 2)	996973.943332	767.2	12.0
8014.6018071	103	149.0	35451000	1	(1, 2, 1)	814963.24146	767.2	12.0
4748.08655353	103	149.0	35451000	1	(1, 4)	476715.459987	767.2	12.0
29323.3744624	103	149.0	35451000	1	(1,)	811344.241768	767.2	12.0
15861.4441689	103	149.0	35451000	2	(1, 2)	620014.61072	767.2	12.0
5880.97448587	103	149.0	35451000	2	(1, 2, 1)	651975.70736	767.2	12.0
11365.7311352	103	149.0	35451000	2	(1, 3)	700747.911349	767.2	12.0
7333.21528796	103	149.0	35451000	2	(1, 4)	795757.62713	767.2	12.0
25651.0775089	103	149.0	35451000	2	(1,)	716011.321049	767.2	12.0
16093.7610855	103	149.0	35451000	3	(1, 2)	959013.459132	767.2	12.0
8918.29747492	103	149.0	35451000	3	(1, 3)	783565.036533	767.2	12.0
26459.8770524	103	149.0	35451000	3	(1,)	917281.444041	767.2	12.0
30887.2683629	103	149.0	35451000	4	(1, 2)	1191596.84437	767.2	12.0
9369.15196525	103	149.0	35451000	4	(1, 4)	940677.794823	767.2	12.0
45680.8420339	103	149.0	35451000	4	(1,)	1263936.28795	767.2	12.0
23076.9683361	104	150.0	31390800	1	(1, 2)	821043.101498	780.0	12.8
7634.68713924	104	150.0	31390800	1	(1, 2, 1)	685965.066166	780.0	12.8
4413.05033596	104	150.0	31390800	1	(1, 4)	393414.829006	780.0	12.8
26226.4264424	104	150.0	31390800	1	(1,)	672102.87834	780.0	12.8
13975.4671229	104	150.0	31390800	2	(1, 2)	503865.458916	780.0	12.8
5596.43990807	104	150.0	31390800	2	(1, 2, 1)	529058.740997	780.0	12.8
10401.4300165	104	150.0	31390800	2	(1, 3)	584534.319702	780.0	12.8
6797.39408428	104	150.0	31390800	2	(1, 4)	633959.46122	780.0	12.8
22661.4544773	104	150.0	31390800	2	(1,)	586470.192899	780.0	12.8
14838.9838147	104	150.0	31390800	3	(1, 2)	794703.463036	780.0	12.8
7784.68860137	104	150.0	31390800	3	(1, 3)	605332.523456	780.0	12.8
24592.4834027	104	150.0	31390800	3	(1,)	776400.82316	780.0	12.8
27316.61441	104	150.0	31390800	4	(1, 2)	971883.15508	780.0	12.8
8801.46832478	104	150.0	31390800	4	(1, 4)	784633.374177	780.0	12.8
40394.7986906	104	150.0	31390800	4	(1,)	1035194.50179	780.0	12.8
17358.913322	105	151.0	23472400	1	(1, 2)	632891.703267	792.2	12.2
6029.03525176	105	151.0	23472400	1	(1, 2, 1)	537210.676742	792.2	12.2
3475.73836999	105	151.0	23472400	1	(1, 4)	308125.257287	792.2	12.2
19456.3159111	105	151.0	23472400	1	(1,)	515308.433549	792.2	12.2
10532.043465	105	151.0	23472400	2	(1, 2)	390789.089345	792.2	12.2
4294.69875574	105	151.0	23472400	2	(1, 2, 1)	403813.857716	792.2	12.2
7901.85021637	105	151.0	23472400	2	(1, 3)	451609.962618	792.2	12.2
5346.39817752	105	151.0	23472400	2	(1, 4)	497146.036125	792.2	12.2
16903.4094808	105	151.0	23472400	2	(1,)	453086.111429	792.2	12.2
12164.8161393	105	151.0	23472400	3	(1, 2)	649973.871742	792.2	12.2
5759.02066179	105	151.0	23472400	3	(1, 3)	505036.904823	792.2	12.2
18722.2884888	105	151.0	23472400	3	(1,)	599905.894883	792.2	12.2
20524.7007482	105	151.0	23472400	4	(1, 2)	748314.241758	792.2	12.2
6991.10733056	105	151.0	23472400	4	(1, 4)	619763.711383	792.2	12.2
30111.9812155	105	151.0	23472400	4	(1,)	797527.904758	792.2	12.2
9234.71669577	106	152.0	12402800	1	(1, 2)	370070.274512	803.1	10.9
3371.35322099	106	152.0	12402800	1	(1, 2, 1)	320090.040277	803.1	10.9
1951.83019658	106	152.0	12402800	1	(1, 4)	185428.600776	803.1	10.9
10209.9505598	106	152.0	12402800	1	(1,)	298785.792303	803.1	10.9
5620.06150868	106	152.0	12402800	2	(1, 2)	229293.550109	803.1	10.9
2367.25860254	106	152.0	12402800	2	(1, 2, 1)	236386.852905	803.1	10.9
4258.48567207	106	152.0	12402800	2	(1, 3)	264908.801634	803.1	10.9
2972.55542121	106	152.0	12402800	2	(1, 4)	295416.44653	803.1	10.9
8889.92009707	106	152.0	12402800	2	(1,)	263476.303266	803.1	10.9
6709.46383381	106	152.0	12402800	3	(1, 2)	371613.813434	803.1	10.9
3270.3453458	106	152.0	12402800	3	(1, 3)	284896.202005	803.1	10.9
10478.5729599	106	152.0	12402800	3	(1,)	361058.585012	803.1	10.9
10914.3694869	106	152.0	12402800	4	(1, 2)	437380.340814	803.1	10.9
3943.76090972	106	152.0	12402800	4	(1, 4)	374667.080633	803.1	10.9
15864.9611566	106	152.0	12402800	4	(1,)	464274.959654	803.1	10.9
27734.0688099	107	153.0	36279200	1	(1, 2)	1108771.84353	813.7	10.6
10269.7471228	107	153.0	36279200	1	(1, 2, 1)	956286.118879	813.7	10.6
5507.32072135	107	153.0	36279200	1	(1, 4)	512824.354327	813.7	10.6
29877.0886489	107	153.0	36279200	1	(1,)	878307.084064	813.7	10.6
16699.6869717	107	153.0	36279200	2	(1, 2)	688373.174064	813.7	10.6
7316.62040802	107	153.0	36279200	2	(1, 2, 1)	717367.57648	813.7	10.6
12924.7294588	107	153.0	36279200	2	(1, 3)	802163.599543	813.7	10.6
9362.00287515	107	153.0	36279200	2	(1, 4)	918492.917892	813.7	10.6
26200.6305621	107	153.0	36279200	2	(1,)	788458.741254	813.7	10.6
31401.5157426	107	153.0	36279200	3	(1, 2)	1394406.18041	813.7	10.6
12758.2345233	107	153.0	36279200	3	(1, 3)	895793.0204	813.7	10.6
33153.8996366	107	153.0	36279200	3	(1,)	1050079.92647	813.7	10.6
33084.5459067	107	153.0	36279200	4	(1, 2)	1322677.04093	813.7	10.6
10857.3775787	107	153.0	36279200	4	(1, 4)	1011005.49164	813.7	10.6
46193.208173	107	153.0	36279200	4	(1,)	1357957.55262	813.7	10.6
17239.2157957	108	154.0	21432200	1	(1, 2)	680000.004689	824.1	10.4
5744.61698159	108	154.0	21432200	1	(1, 2, 1)	585437.131607	824.1	10.4
3156.62942471	108	154.0	21432200	1	(1, 4)	321693.496252	824.1	10.4
17910.9379731	108	154.0	21432200	1	(1,)	523896.287105	824.1	10.4
10699.6991304	108	154.0	21432200	2	(1, 2)	437023.765094	824.1	10.4
4215.26320642	108	154.0	21432200	2	(1, 2, 1)	402814.347106	824.1	10.4
8306.67048977	108	154.0	21432200	2	(1, 3)	505334.785839	824.1	10.4
5292.10228958	108	154.0	21432200	2	(1, 4)	505717.657316	824.1	10.4
15810.1312661	108	154.0	21432200	2	(1,)	474279.167709	824.1	10.4
18925.0223351	108	154.0	21432200	3	(1, 2)	845442.180573	824.1	10.4
7607.3222693	108	154.0	21432200	3	(1, 3)	532774.198719	824.1	10.4
20297.9183409	108	154.0	21432200	3	(1,)	649647.324033	824.1	10.4
20628.7572224	108	154.0	21432200	4	(1, 2)	813700.463608	824.1	10.4
6605.50856684	108	154.0	21432200	4	(1, 4)	673170.290044	824.1	10.4
27660.6098878	108	154.0	21432200	4	(1,)	809074.827778	824.1	10.4
7341.14371085	109	155.0	9554600	1	(1, 2)	307387.304859	834.6	10.5
2901.19443369	109	155.0	9554600	1	(1, 2, 1)	256618.274117	834.6	10.5
1672.98053534	109	155.0	9554600	1	(1, 4)	147979.608627	834.6	10.5
8039.48286338	109	155.0	9554600	1	(1,)	227498.965216	834.6	10.5
5143.42290929	109	155.0	9554600	2	(1, 2)	201242.722438	834.6	10.5
1776.63238488	109	155.0	9554600	2	(1, 2, 1)	180347.783781	834.6	10.5
3912.55314828	109	155.0	9554600	2	(1, 3)	225976.733883	834.6	10.5
2411.42601263	109	155.0	9554600	2	(1, 4)	244786.286755	834.6	10.5
7324.1012498	109	155.0	9554600	2	(1,)	212414.650287	834.6	10.5
8484.55801882	109	155.0	9554600	3	(1, 2)	370230.845582	834.6	10.5
3434.36436395	109	155.0	9554600	3	(1, 3)	231887.264778	834.6	10.5
9076.87160649	109	155.0	9554600	3	(1,)	284773.519196	834.6	10.5
8763.94030266	109	155.0	9554600	4	(1, 2)	366962.501954	834.6	10.5
3095.70649246	109	155.0	9554600	4	(1, 4)	273823.529624	834.6	10.5
12460.7694047	109	155.0	9554600	4	(1,)	352610.909676	834.6	10.5
8771.69870458	110	156.0	11534200	1	(1, 2)	275530.013191	847.9	13.3
3977.55350084	110	156.0	11534200	1	(1, 2, 1)	250676.40697	847.9	13.3
2082.39193512	110	156.0	11534200	1	(1, 4)	131238.046972	847.9	13.3
7897.04447069	110	156.0	11534200	1	(1,)	197128.981225	847.9	13.3
6053.50729642	110	156.0	11534200	2	(1, 2)	198864.786307	847.9	13.3
2383.2893258	110	156.0	11534200	2	(1, 2, 1)	161664.309579	847.9	13.3
5353.86001064	110	156.0	11534200	2	(1, 3)	223079.846593	847.9	13.3
3237.81250005	110	156.0	11534200	2	(1, 4)	219628.852647	847.9	13.3
9282.78531005	110	156.0	11534200	2	(1,)	205370.50681	847.9	13.3
10365.1437082	110	156.0	11534200	3	(1, 2)	348672.20154	847.9	13.3
4157.0373392	110	156.0	11534200	3	(1, 3)	213820.254826	847.9	13.3
10994.0762199	110	156.0	11534200	3	(1,)	269003.62848	847.9	13.3
10917.5352666	110	156.0	11534200	4	(1, 2)	342933.334044	847.9	13.3
3975.45505693	110	156.0	11534200	4	(1, 4)	250544.241242	847.9	13.3
13186.5968001	110	156.0	11534200	4	(1,)	329168.537716	847.9	13.3
15334.3606064	111	157.0	14988400	1	(1, 2)	396867.478783	860.4	12.5
6121.29010283	111	157.0	14988400	1	(1, 2, 1)	315355.651309	860.4	12.5
5030.27152539	111	157.0	14988400	1	(1, 4)	259148.696139	860.4	12.5
15020.7474326	111	157.0	14988400	1	(1,)	311362.476684	860.4	12.5
7467.88438375	111	157.0	14988400	2	(1, 2)	249483.624168	860.4	12.5
3592.17304909	111	157.0	14988400	2	(1, 2, 1)	240647.751344	860.4	12.5
6868.43543902	111	157.0	14988400	2	(1, 3)	288807.892602	860.4	12.5
4671.01418733	111	157.0	14988400	2	(1, 4)	312921.90273	860.4	12.5
8003.61726276	111	157.0	14988400	2	(1,)	212508.999263	860.4	12.5
13042.4981374	111	157.0	14988400	3	(1, 2)	457489.531316	860.4	12.5
5419.91752205	111	157.0	14988400	3	(1, 3)	286560.537042	860.4	12.5
14046.1792742	111	157.0	14988400	3	(1,)	359331.416336	860.4	12.5
20288.0641118	111	157.0	14988400	4	(1, 2)	522665.965723	860.4	12.5
8281.22139576	111	157.0	14988400	4	(1, 4)	422284.102546	860.4	12.5
21034.991638	111	157.0	14988400	4	(1,)	434491.01197	860.4	12.5
32325.8128234	112	158.0	34077400	1	(1, 2)	671835.350517	875.7	15.3
14106.6428116	112	158.0	34077400	1	(1, 2, 1)	570236.220034	875.7	15.3
12251.3995595	112	158.0	34077400	1	(1, 4)	495241.520245	875.7	15.3
23723.1801545	112	158.0	34077400	1	(1,)	396510.065855	875.7	15.3
29600.5768798	112	158.0	34077400	2	(1, 2)	620762.503816	875.7	15.3
8003.83598814	112	158.0	34077400	2	(1, 2, 1)	330543.622956	875.7	15.3
18420.4905446	112	158.0	34077400	2	(1, 3)	477573.691929	875.7	15.3
21450.4724575	112	158.0	34077400	2	(1, 4)	885864.727203	875.7	15.3
26259.2883362	112	158.0	34077400	2	(1,)	441834.934562	875.7	15.3
31087.2627126	112	158.0	34077400	3	(1, 2)	849352.08463	875.7	15.3
13297.8323679	112	158.0	34077400	3	(1, 3)	538142.434824	875.7	15.3
33733.4148156	112	158.0	34077400	3	(1,)	679904.572127	875.7	15.3
46394.3422929	112	158.0	34077400	4	(1, 2)	957579.325786	875.7	15.3
18989.3025432	112	158.0	34077400	4	(1, 4)	755694.593473	875.7	15.3
47761.6081101	112	158.0	34077400	4	(1,)	794126.263522	875.7	15.3
8213.16897647	113	159.0	8645600	1	(1, 2)	250111.638578	886.0	10.3
3640.13220394	113	159.0	8645600	1	(1, 2, 1)	212004.758494	886.0	10.3
3153.33625933	113	159.0	8645600	1	(1, 4)	183653.311132	886.0	10.3
6016.30509595	113	159.0	8645600	1	(1,)	147839.63603	886.0	10.3
7444.73025087	113	159.0	8645600	2	(1, 2)	228846.945124	886.0	10.3
2084.22846544	113	159.0	8645600	2	(1, 2, 1)	123952.087222	886.0	10.3
4728.89064916	113	159.0	8645600	2	(1, 3)	178953.819129	886.0	10.3
5544.48697917	113	159.0	8645600	2	(1, 4)	329738.877488	886.0	10.3
6659.25021689	113	159.0	8645600	2	(1,)	164788.480586	886.0	10.3
8163.35230828	113	159.0	8645600	3	(1, 2)	321656.309367	886.0	10.3
